Category,Sub Category,Sub Sub Category,Link,Product Link,Product,Price,Location,Total Rating,Discount,Color,Storage,Quantity Left,Product detail,Rating&Reviews(Overall),5star,4star,3star,2star,1star,Review
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/honor-7s-smartphone-2gb-16gb-with-1-year-honor-malaysia-warranty-free-honor-vacuum-mug-while-stock-last-i861152517-s2095054807.html?search=1,Honor 7S Smartphone (2GB + 16GB) with 1 Year Honor Malaysia Warranty [ FREE: HONOR VACUUM MUG WHILE STOCK LAST],RM299.00,Malaysia,4 Ratings, , , ,15,"5.45"" Honor FullView Display
2GB RAM + 16GB ROM
Larger Receiver Volume
Selfie Toning Flash
Dual SIM Slot+ Micro-SD Slot",4.5/5.0,2,2,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/100-original-game-machine-support-for-pubg-i11-6gb-ram-128gb-rom-smartphone-4800mah-octa-core-18mp-61-full-screen-wifi-4g-i695052384-s1504934569.html?search=1,100% Original Game Machine Support For PUBG I11 6GB RAM 128GB ROM Smartphone 4800mAh Octa core 18MP 6.1 Full Screen WIFI 4G,RM322.00,Selangor,6 Ratings,-14%,"Black
White
Gold",128GB,,"Feature:
- 6.1 inch U Display
The I11 delivers the viewingexperience you've always wanted, With a massive 92%screen-to-body ratio on a 6.1-inch U screen
- 8MP Front CameraClear and Stylish Selfies
The I11 world-leading 8MP front camera turnsyour every selfe into a work of art Experience greaterbrightness, color vibrancy, clarity and dynamic range.even in the dimmest light, Whenever you needit. your I11 is right there with you, capturing everymoment with crystal-clear precision, Turn your selfiesinto masterpieces and shine in every photo
- Rear HD camera
The I11 features a 16MP camera combination. The main camera sportsa large f/1.8 aperture and 1.28um pixels, This strong combination boosts photosensitibityin backlight or low light, Just point and shoot, and I11 will makesure your pictures remain clear and bright
- Face Access
The I11 also supports facial recognitionUpon activation, I11 scans your facial features and unlocks instaneously Accessing your phone has never been so easy, or so fun
- Powerful Performance
The MTK6595 mobile platform with 14mm process technology makesyoung people who love the young and stiand other popular games.The game ison and lower
- Android 9.1
The new interactive design makes the operation simple and simple, the use of themobile phone is so simple and straightforward, everything is handy
- Dual card support T card
Dual card dual standby, card slot does notdistinguish between the main and the deputy, supporting the worlds 50 major communication carrier networks

Specification:
1.Model No.:I11
2.Platform : MTK6595 Octa core
3.Standby: Dual sim dual standby(A slot support SIM card, another slot support SIM card or TF card)
4.Screen: 6.1 U Screen FHD+
5.Speaker: 1511 Box Speaker
6.Frequency: GSM850/900/1800/1900MHz, 3G: WCDMA850/1900/2100MHz，4G LTE
7.Vibration: Support
8.Colors: Bright Black/White/ Gold
9.Memory: 6GB RAM+128GB ROM
10.Multi Media: MP3/MP4/3GP/FM Radio/Bluetooth
11.Camera: 8MP+16MP
12.Multi Function: Full screen, Face recognition,Dual SIM, Wifi, GPS, Gravity Sensor, Alarm ,Calendar ,Calculator ,Audio recorder ,Video recorder, WAP/MMS/GPR, Image viewer,E-Book,World clock,Tasks card rear flash IML rear cover
13.Languages: Multi-language support
14.Others: Android OS 9.1 System
15.Battery: 4800Mah Lithium-ion battery
16.lightning input",5.0/5.0,6,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/clearance-xiaomi-redmi-note-5-xiao-mi-red-mi-note-5-64gb64gb-global-rom-free-2-x-transparent-soft-tpu-case-2-x-tempered-glass-sp-i211912483-s266870662.html?search=1,[CLEARANCE] Xiaomi Redmi Note 5 / Xiao Mi Red Mi Note 5 64GB+6/4GB (Global ROM) (Free 2 x Transparent Soft TPU Case 2 x Tempered glass SP),RM489.00,Sarawak,71 Ratings,-30%,"Blue
Grey
Rose Gold
Gold",16GB,14,"NOTE!! This phone is 64GB+6/4GB not 16GB!!
Xiaomi Redmi Note 5 Specification
● Global ROM (Google Playstore pre-installed)
● Display: 5.99 inch, 2160 x 1080 Pixel Screen
● CPU: Qualcomm Snapdragon 636 Octa Core 1.8GHz
● System: MIUI 9
● RAM + ROM: 4GB+64GB /6GB+64GB
● External Memory: microSD card up to 256GB
● Camera: 13.0MP front camera + 12.0MP + 5.0MP dual back cameras
● Battery Capacity (mAh): 4000mAh
● Sensor: Proximity Sensor, Accelerometer, Gyroscope, E-compass, Fingerprint Sensor, Ambient Light Sensor, Hall Sensor
● SIM Card: dual SIM dual standby, 1 x Nano SIM + 1 x Nano SIM / TF card
● Feature: GPS, A-GPS, Glonass, Beidou
● Bluetooth:5.0
● Network:
2G: GSM 850/900/1800/1900MHz
3G: WCDMA B1/B2/B5/B8
4G: FDD-LTE B1/B3/B4/B5/B7/B8/B20
TDD-LTE B38/B40",4.5/5.0,47,15,7,0,2,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/samsung-galaxy-note-9-8512-6128-as-new-condition-i494450426-s1982906782.html?search=1,Samsung Galaxy Note 9 (8+512 / 6+128) As New Condition,"RM1,379.00",Federal Territory of Kuala Lumpur,15 Ratings,-49%,"Midnight Black (Package)
Ocean Blue (Package)
Purple (Package)","128GB
512GB", ,"100% ORIGINAL,USA SET
Used set 95% As New Condition
Provide customer 1 month local supplier warranty
Android 9.0 (Pie) + One UI , Can Upgrade to Andriod 10.0
Phone Only - Normal Box + Phone (Please Choose in Variation)
Package - Samsung Box + Phone + Fast Charger + Cable + Earphone ( Please Choose in Variation)
Super AMOLED capacitive touchscreen, 16M colors
6.4 inches, 103.2 cm2(~83.4% screen-to-body ratio)
1440 x 2960 pixels, 18.5:9 ratio (~516 ppi density)
Qualcomm SDM845 Snapdragon 845 (10 nm)
Single sim, support micro sd memory card
Adreno 630, Stereo speaker
Samsung Pay
8GB RAM +512GB ROM, 6GB RAM +128GB ROM
Rear Camera: Super Speed Dual Pixel 12MP OIS (F1.5/ F2.4)
Front Camera : 8MP AF (F1.7)
Intelligent Scan,Face recognition ,Iris scanner, fingerprint (rear-mounted)
Non-removable Li-Ion 4000 mAh battery",4.1/5.0,9,3,1,0,2,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/huawei-y6p-original-huawei-malaysia-warranty-64gb-rom4gb-ram-i1029062487-s2764080579.html?search=1,HUAWEI Y6p (Original Huawei Malaysia Warranty) (64GB ROM/4GB RAM),RM559.00,Federal Territory of Kuala Lumpur,4 Ratings, ,"Phantom Purple
Emerald Green
Midnight Black",64GB,1,"Phantom Purple
Emerald Green
Midnight Black",5.0/5.0,4,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/oppo-a92-8gb-ram-128gb-storage-smartphone-i961542494-s2469734166.html?search=1,OPPO A92 8GB RAM 128GB Storage Smartphone,"RM1,199.00",Malaysia,2 Ratings, ,"Shining White
Twilight Black",128GB,5,"6.5 Inch FHD+
2400 x 1080 Resolution
8GB RAM
128GB Storage
Android 10
16MP Front Camera
48+8+2+2MP Rear Camera
5000 mAh",4.5/5.0,1,1,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/clearance-meizu-m6-mei-zu-m6-2gb16gb-black-global-rom-free-2x-case-amp-2x-tempered-glass-i196583370-s241664164.html?search=1,[CLEARANCE] Meizu M6 / Mei Zu M6 [2GB+16GB] [BLACK] (Global ROM) (Free 2x Case & 2x Tempered Glass),RM279.00,Sarawak,15 Ratings,-30%, , ,15,"NOTE!! Product is only available in BLACK & [2GB+16GB]Meizu M6 Specification (Global ROM)
● Global ROM (Google Playstore pre-installed)
● Display: 5.2 inch, 1280 x 720 pixels
● CPU: MTK6750 Octa core
● System: Android 6.0
● Storage: 2GB RAM + 16GB ROM
● External Memory: microSD card up to 256GB
● Cameras: front 8.0MP + rear 13.0MP
● Battery Capacity (mAh): 3070mAh
● Sensors: Accelerometer, Ambient Light Sensor, E-Compass, Gravity Sensor, Gyroscope, Hall Sensor, Infrared Radiation, Proximity Sensor
● Features: GPS, Bluetooth, Wi-Fi, Google Play Store
SIM Card: dual SIM dual standby, 1 Nano SIM card + 1 Nano SIM card
● Network:
2G: GSM B2/B3/B5/B8 CDMA BC0 / CDMA EVDO BC0
3G: WCDMA B1/B2/B5/B8 TD-SCDMA B34/B39
4G: FDD-LTE B1/B3/B5/B7/B8 TD-LTE B38/B39/B40/41",4.9/5.0,14,1,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/alcatel-3x-i707888750-s1543182806.html?search=1,Alcatel 3X,RM499.00,Pulau Pinang,1 Ratings,-29%,"Black
Green",64GB, ,"1 Year Alcatel Malaysia Warranty
OS Android™ 9.0 Pie™ 
CPU Octa-Core, 
DISPLAY 6.52-inch 20:9 Full View Display
BATTERY Capacity: 4000mAh
MEMORY 64GB ROM + 4GB RAM
Supports Micro SD card up to 128GB
REAR CAMERA Resolution: 16MP + 8MP + 5MP
FRONT CAMERA Resolution: 8MP
4G
Wi-Fi: 802.11b/g/n, Wi-Fi direct
USB: Type C
GPS with A-GPS
SECURITY Face Key, fingerprint sensor ",5.0/5.0,1,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/original-oppo-f1s-aka-a59-32gb-3gb-ram-4g-lte-dual-sim-full-set-free-screen-protector-free-rm50-voucher-refurbished-like-new-i448382161-s675181129.html?search=1,Original Oppo F1S aka A59 32GB + 3GB RAM 4G LTE Dual Sim Full Set + FREE Screen Protector + FREE RM50 Voucher [Refurbished Like New],RM315.00,Selangor,5 Ratings,-47%,"Gold
Pink",32GB,3,"Oppo F1s also known as Oppo A59 in certain market both same model, same size, same specs
5.5 inches
13 MP / 16 MP
32 GB, 3 GB RAM
Android 6.0(Marshmallow)
Global Specs
microSD, up to 256 GB (dedicated slot)
Selfie Specialist
Light Weight Design",5.0/5.0,5,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/ready-stock-huawei-nova-7-se-7se-5g-smartphone-40w-supercharge-8gb-ram128gb-rom-1-year-warranty-by-huawei-malaysia-i1134446628-s3290930664.html?search=1,[Ready Stock] Huawei Nova 7 SE / 7SE 5G Smartphone 40W SuperCharge (8GB RAM+128GB ROM) 1 Year Warranty By Huawei Malaysia,"RM1,399.00", ,0 Ratings,-7%,"Space Silver, Set C
Crush Green, Set A
Crush Green, Set B
Crush Green, Set C
Space Silver, Set A
Space Silver, Set B",128GB,10,"6.5 inches, (~83.8% screen-to-body ratio) 1080 x 2400 pixels, 20:9 ratio
LTPS IPS LCD capacitive touchscreen, 16M colors
Body Dimensions : 162.3 x 75 x 8.6 mm (6.39 x 2.95 x 0.34 in)
Kirin 820 5G (7nm)
Octa-core (1x2.36 GHz Cortex-A76 & 3x2.22 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55)
8GB RAM + 128GB ROM
Selfie Camera : 16 MP, f/2.0, (wide)
Back Camera 1 : 64 MP, f/1.8, 26mm (wide), PDAF
Back Camera 2 : 8 MP, f/2.4, 17mm (ultrawide)
Back Camera 3 : 2 MP, f/2.4, (macro)
Back Camera 4 : 2 MP, f/2.4, (depth)
Video : 4K, 1080p, 720p@960fps
Bluetooth 5.1, Fingerprint (side-mounted), Accelerometer, Proximity, Compass
Non-removable Li-Po 4000 mAh battery
Fast charging 40W, 70% in 30 min (advertised)
Reverse charging 5W
Dual SIM (Nano-SIM, dual stand-by)
Color Option : Space Silver / Crush Green / Midsummer Purple
1 Year Huawei Malaysia Official Warranty",0/5.0,0,0,0,0,0,['']
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/laz-bday-deals-realme-c3-3gb-32gb-w-free-gifts-authorised-realme-store-i881030224-s2169530740.html?search=1,🔥LAZ BDAY DEALS🔥 REALME C3 (3GB + 32GB) w/ Free Gifts 🎁 (AUTHORISED REALME STORE),RM499.00,Malaysia,18 Ratings, ,"Frozen Blue
Blazing Red",32GB,4,"IPS LCD capacitive touchscreen, 16M colors
6.5 inches, Mini-drop fullscreen
32GB ROM, 3GB RAM
External Memory: Up to 256 GB
Triple Rear Camera 2MP+12MP+2MP
Front Camera 5MP
Non-removable Li-Po 5000 mAh battery
IPS LCD capacitive touchscreen, 16M colors
6.5 inches, 102.0 cm2 (~82.7% screen-to-body ratio)
Realme UI, based on Android 10 (Updated)
Mediatek Helio G70 (12 nm)
Octa-core processor (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55)
Android 10.0; realme UI 1.0
Card Tray: Dual nano-SIM and TF card
USB Type: Micro
USB Charger: 5V 2A",5.0/5.0,18,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/samsung-galaxy-s8-black-4gb-64gb-display-set-warranty-1-year-by-shop-i799346044-s1861710362.html?search=1,Samsung GALAXY S8 (Black) 4GB + 64GB DISPLAY SET (Warranty 1 Year By Shop),"RM1,085.00",Federal Territory of Kuala Lumpur,1 Ratings,-1%, , ,1,"Cheapest in Malaysia.
100% Genuine products.
Ready Stock for all the products listed in our Lazada store.
All orders will be processed and shipped in less than 24 hours.
Warranty claims will be handled with priority.
Professional customer service team.
Chipset: Exynos 8895
CPU : Octa-core
RAM+ROM : 4GB + 64GB
Display : Super AMOLED 5.8 inches (1440 x 2960 pixels)
Rear Camera : Single - 12MP
Front Camera : Single - 8MP
Battery : 3000mAh. Fast battery charging 15W (Quick Charge 2.0)
Dimensions : 148.9 x 68.1 x 8 mm
Weight : 155 g (5.47 oz)
Model : SM-G950FD
The phone comes with 1 Year Warranty, provided byshop. This warranty does NOT cover, any Type of Water Damage, any Physical Damage Caused by Human or Nature, (eg. LCD Cracked) and Battery",5.0/5.0,1,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/free-gift-xiaomi-redmi-8-smart-phone-4gb-64gb-qualcomm-snapdragon-439-dual-camera-5000-mah-battery-622-inch-screen-ruby-red-sapphire-blue-1-year-warranty-by-xiaomi-malaysia-offer-discount-sale-sales-promo-promotion-deal-direct-i607292945-s1244038020.html?search=1,[ FREE GIFT ] Xiaomi Redmi 8 Smart Phone (4GB + 64GB ) Qualcomm Snapdragon 439 Dual Camera 5000 mAh Battery 6.22 Inch Screen Ruby Red Sapphire Blue 1 Year Warranty By Xiaomi Malaysia Offer Discount Sale Sales Promo Promotion Deal Direct,RM515.00,Perak,35 Ratings,-26%,"Sapphire Blue
Ruby Red
Black",64GB,5,"Brand: XIAOMI
Model: REDMI 8
Network Bands: 2G & 3G & 4G
SIM: Dual SIM (Nano-SIM, dual stand-by)
Dimension: 156.5 x 75.4 x 9.4 mm
Weight: 188 g (6.63 oz)
Body Type:
Splash resistant
OS: Android 9.0 (Pie); MIUI 9
CPU: Octa-core (2x1.95 GHz Cortex-A53 & 6x1.45 GHz Cortex A53)
Chipset: Qualcomm SDM439 Snapdragon 439 (12 nm)
GPU: Adreno 505
Internal: 64GB 4GB RAM
External Memory: microSD, up to 512 GB (dedicated slot)
Battery: Non-removable Li-Po 5000 mAh battery
Fast battery charging 18W
Colors: Ruby Red, Sapphire Blue
Primary: 12 MP, f/1.8, 1/2.55"", 1.4µm, Dual Pixel PDAF
2 MP, depth sensor
Secondary: 8 MP, f/2.0, 1.12µm
Video: 1080p@30fps
1080p@30fps
Feature: LED flash, HDR, panorama
3G/4G Speed: HSPA, LTE-A
Wi-Fi: Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot
Bluetooth: 4.2, A2DP, LE
Infrared Port: Yes
USB: 2.0, Type-C 1.0 reversible connector, USB On-The-Go
IPS LCD capacitive touchscreen, 16M colors
6.22 inches, 96.6 cm2 (~81.8% screen-to-body ratio)
720 x 1520 pixels, 19:9 ratio (~270 ppi density)
Corning Gorilla Glass 5
Sensor: Fingerprint (rear-mounted), accelerometer, proximity, compass
GPS: Yes, with A-GPS, GLONASS, GALILEO, BDS
Radio: Wireless FM radio (no wired headphones required)
Loud Speaker: Yes
3.5mm jack: Yes
Active noise cancellation with dedicated mic
Warranty: 1 Year Warranty By Xiaomi Malaysia",5.0/5.0,34,1,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/free-shipping-samsung-galaxy-s10-lite-smartphone-8gb-ram-128gb-rom-1-year-warranty-by-samsung-malaysia-i894534035-s2210600091.html?search=1,[FREE SHIPPING] Samsung Galaxy S10 Lite Smartphone (8GB RAM+ 128GB ROM) 1 Year Warranty by Samsung Malaysia,"RM2,229.00",Selangor,22 Ratings,-17%,"PRISM BLACK
PRISM BLUE
PRISM WHITE",128GB, ,"6.7"" FHD+ (1080 x 2400)Super AMOLED Plus Infinity-O Display
8GB RAM + 128GB Storage
microSD up to 1TB
Rear Camera : 48MP (F2.0) + 12MP (F2.2) + 5MP (F2.4)
Front Camera: 32MP (F2.2)
4,500mAh
Bluetooth v5.0",5.0/5.0,22,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/honor-9x-6gb128gb-smartphone-with-1-year-honor-malaysia-warranty-free-honor-band-5i-while-stock-last-i861086321-s2094692531.html?search=1,HONOR 9X (6GB+128GB) Smartphone with 1 Year Honor Malaysia Warranty [ FREE: HONOR BAND 5i WHILE STOCK LAST],RM899.00,Malaysia,1 Ratings, ,"Sapphire Blue
Midnight Black",128GB,1,"6.59 inches | Android 9.0 | 4000mAh | 16MP front camera, 48MP+8MP+2MP rear camera|Colour : Sapphire Blue, Midnight Black
Internal storage: 128GB
RAM : 6GB
OS : Android 9.0
UI : EMUI 9.1
Dimension : 163.5 mm (H) x 77.3 mm (W) x 8.8 mm (D)
Weight : About 196.8 g (including the battery)
What's in the box: handset, earphone, charger, USB type-C cable, quick start guide, warranty card, eject tool, TPU protective case",5.0/5.0,1,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/factory-unlocked-original-iphone-4-ios-16g-or-32gb-rom-35-5mp-camera-wifi-gps-cell-phone-free-shipping-i686588362-s1486892430.html?search=1,Factory unlocked Original Iphone 4 Ios 16g Or 32gb Rom 3.5 5mp Camera Wifi Gps Cell Phone Free Shipping,RM138.71,China,2 Ratings,-16%,"Black
White","16GB
32GB
64GB
8GB",,"Brand Name : APPLE ;
Apple Model : iPhone 4 512MB 8GB ;
Battery Type : Not Detachable ;
Rear Camera Quantity : 1 ;
Design : Bar ;
ROM : 8G ;
Standby Time : Up To 48 Hours ;
Front Camera Quantity : 1 ;
Fast Charging : Nonsupport ;
Biometrics Technology : NO ;
Optical Zoom : NO ;
Rear Camera Pixel : 5MP ;
Item Condition : Used ;
Operation System : ios ;
SIM Card Quantity : 1 SIM Card ;
Display Resolution : 960x640 ;
Charging Interface Type : Other ;
RAM : 512M ;
Phone Type : Smart Phones ;
Display Size : 3.5 ;
Front Camera Pixel : Other ;
3.5mm Headphone Port : YES ;
Wireless Charging : NO ;
Screen Type : Normal Screen ;
Touch Screen Type : Capacitive Screen ;
Language : Norwegian , Italian , French , German , Russian , Spanish , Polish , English , Portuguese ;
Battery Capacity(mAh) : 1420 ;
Display Proportions : 4:3 ;
Release Date : 2010 ;
CPU Model : APPLE ;
Unlock Phones : Yes ;",5.0/5.0,2,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/samsung-galaxy-a5-3gb-32gb-sm-a520f-display-set-warranty-1-year-by-shop-i799352120-s1861730636.html?search=1,SAMSUNG GALAXY A5 3GB + 32GB SM-A520F DISPLAY SET (Warranty 1 Year By Shop),RM449.00,Federal Territory of Kuala Lumpur,1 Ratings,-5%,"Blue
Gold
Black",32GB,1,"Cheapest in Malaysia.
100% Genuine products.
Ready Stock for all the products listed in our Lazada store.
All orders will be processed and shipped in less than 24 hours.
Warranty claims will be handled with priority.
Professional customer service team.
Chipset : Exynos 7880
CPU: Octa-core
RAM+ROM: 3GB + 32GB
Display : Super AMOLED 5.2 inches (1080 x 1920)
Rear Camera : Single - 16MP
Front Camera : Single - 16MP
Battery: 3000 mAh. Fast battery charging 18W
Dimensions: 146.1 x 71.4 x 7.9 mm
Weight: 157 g (5.54 oz)
Model : SM-A520F
The phone comes with 1 Year Warranty, provided byshop. This warranty does NOT cover, any Type of Water Damage, any Physical Damage Caused by Human or Nature, (eg. LCD Cracked) and Battery",5.0/5.0,1,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/stayathome-deals-realme-6-8gb-128gb-w-free-gifts-authorised-realme-store-new-model-original-realme-i958156103-s2454514258.html?search=1,🔥STAYATHOME DEALS🔥 REALME 6️⃣ (8GB + 128GB) w/ Free Gifts 🎁 (AUTHORISED REALME STORE) NEW MODEL ORIGINAL REALME,"RM1,199.00",Malaysia,6 Ratings, ,"COMET BLUE (SET A)
COMET WHITE (SET A)
COMET BLUE (SET B)
COMET WHITE (SET B)",128GB,5,"💯💯💯 ORIGINAL REALME MALAYSIA 🔥🔥🔥✔ 128GB ROM, 8GB RAM✔ External Memory (Up to 256GB)✔ Fast charging 30W (55minutes full charge)✔ Non-removable Li-Po 4300mAh battery✔ 6.5 inches, Full HD+✔ Camera dot fullscreen display ✔ IPS LCD capacitive touchscreen, 16M colors✔ Corning Gorilla Glass 3✔ 480 nits typ. brightness (advertised)✔ 90Hz refresh rate",5.0/5.0,6,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/original-idevice_6-128gb-98-like-new-premium-used-phone-only-free-tempered-glass-pre-installed-i1338458-s2719892019.html?search=1,Original iDevice_6 128GB 98% Like New Premium Used Phone Only + Free Tempered Glass (Pre Installed),RM438.00,Selangor,5 Ratings,-37%,"Gold
Space Grey
Silver",128GB, ,"Dimension :138.1 x 67 x 6.9 mm
OS_12.4
LED-backlit IPS LCD, capacitive touchscreen, 16M colors
4.7 inches, 60.9 cm2(~65.8% screen-to-body ratio)
Dual-core 1.4 GHz
Original Set 90% Like New
US Set Fully Factory Unlocked can use any sim card in any country
What you get? Phone Only + Tempered Glass (Pre Installed)",5.0/5.0,5,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/apple-iphones-xs-max-64gb-256gb-i830690138-s1973218633.html?search=1,Apple iphones XS MAX 64gb / 256gb,"RM2,488.00", ,0 Ratings,-10%,"GREY
SILVER
GOLD","64GB
256GB",3,"6.5 inch Super Retina OLED capacitive touchscreen, 16M colors
iOS 12, upgradable to iOS 13.2
64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM
Face ID, accelerometer, gyro, proximity, compass, barometer
Siri natural language commands and dictation
Non-removable Li-Ion 3174 mAh battery (12.08 Wh)
SELECTED COLOUR OUT OF STOCK WILL REPLACE BY RANDOM COLOUR
ONE MONTH WARRANTY ( INCLUDE LCD/BATTERY )
SECOND_HAND / CONDITIONS 95% NEW
For more informations 014-9663224",0/5.0,0,0,0,0,0,['']
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/malaysia-set-realme3-64gb-rom4gb-ram-smartphone-i761788121-s1721746190.html?search=1,[Malaysia Set] RealMe3 (64GB ROM/4GB RAM] SmartPhone,RM549.00,Malaysia,2 Ratings, , , ,,"15.8 cm (6.22 inch) HD+ Display | Corning Gorilla Glass 3
Fingerprint Sensor | Face Unlock
4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
13MP + 2MP | 13MP Front Camera
4230 mAh Battery
MediaTek Helio P70 2.1 GHz Octa Core AI Processor
Triple Slots (Dual SIM + Memory Card)",5.0/5.0,2,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/new-model-realme_6-pro-8gb-ram128gb-rom-11-year-warranty-by-realme-malaysia-i852044518-s2662806118.html?search=1,[NEW MODEL!!] REALME_6 PRO (8GB RAM/128GB ROM) 1+1 YEAR WARRANTY BY REALME MALAYSIA,"RM1,399.00",Selangor,8 Ratings, ,"Lightning Blue
Lightning Red",128GB,3,"Band: 4G / LTE
Dimension: 163.8 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in)
Processor Type: Qualcomm SM7125 Snapdragon 720G (8 nm)
No of Cores: Octa Core
RAM: 8GB
Internal Storage: 128GB
Card Slot: Yes, MicroSD up to 512GB
Display (Inches): 6.6
Resolution (px): FullHD+ 1080 x 2340 pixels
Rear Camera: QUAD rear 64MP+12MP+8MP+2MP
Front Camera: DUAL 16MP+8MP
Operating System: Android 10
Sim: DUAL SIM
Battery Capacity: 4300 mAh | Fast charging 30W",5.0/5.0,8,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/sony-xperia-xz-32gb-new-unit-i444780304-s662790989.html?search=1,Sony Xperia XZ 32GB New Unit,RM650.00,Malaysia,4 Ratings,-13%,"Dark blue
Black",32GB,9,"Selling Original Unit
Fullset With Box
Under warranty
FOC Screen protector and cover",5.0/5.0,4,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/huawei-nova-7i-8gb-ram-128gb-rom-with-2-year-warranty-by-huawei-malaysia-i1055554400-s2874340003.html?search=1,Huawei Nova 7i (8GB RAM + 128GB ROM) With 2 Year Warranty By Huawei Malaysia,RM999.00,Malaysia,4 Ratings,-29%,"CRUSH GREEN , SET E
CRUSH GREEN , SET A
CRUSH GREEN , SET B
CRUSH GREEN , SET C
CRUSH GREEN , SET D
SAKURA PINK , SET A
SAKURA PINK , SET B
SAKURA PINK , SET C
SAKURA PINK , SET D
SAKURA PINK , SET E
MIDNIGHT BLACK , SET A
MIDNIGHT BLACK , SET B
MIDNIGHT BLACK , SET C
MIDNIGHT BLACK , SET D
MIDNIGHT BLACK , SET E",128GB, ,"Screen: 6.26 inches , 16.7M colors,FHD+ 2310 x 1080
CPU: HUAWEI Kirin 810 Octa-core
Memory: 8GB RAM+128GB ROM
UI: EMUI 10.0.1(Based on Android10.0)
Rear camera: 48 MP (Wide Angle Lens，f/1.8 aperture) + 8 MP (Ultra Wide Angle Lens) + 2 MP (Macro lens) + 2 MP(Bokeh lens)
Front camera: 16 mega-pixel , F/2.0 aperture
NM SD Card, up to 256 GB
Battery: 4200 mAh(Typical Value)
Charging:HUAWEI SuperCharge (Max 40 W)
Sensors: Ambient Light Sensor, Digital compass, Proximity Sensor, Gravity Sensor, Fingerprint Sensor
2 Year Huawei Malaysia Warranty (Buyer to redeem Extended Warranty in Huawei Hicare App)",4.0/5.0,3,0,0,0,1,[]
